aboard,cn_in,date,fatalities,flight,ground,location,operator,registration,route,summary,time,type
3.0,,78303600,3.0,,0.0,"Hornell, New York",Seventy Airways - Air Taxi,N9067F,"Almond Dam, NY - Salamanica, NY",Hti wires above creek while surveying flood damage.,13:17,Hughes 369HS
13.0,083 / 013,78649200,13.0,290 / 671,0.0,"Appleton, Wisconsin",North Central Airlines / Air Wisconsin,N90858/N4043B,"Chicago, IL - Appleton, WI - Sheboygan, WI",Both aircraft were proceeding under VFR getting ready to land when there was a midair collision. Both aircraft crashed into Lake Winnebago and sank. The failure of both flightcrews to detect visually the other aircraft in sufficient time to initiate evasive action.,09:37,Convair CV-580/De Hav. Twin Otter 100
8.0,1029,78649200,7.0,,0.0,"Blackpool, England",Inter City Flug,D-CASY,,The takeoff was aborted and the plane overran the runway and crashed into a camp and caught fire. Elevator gust locks not removed.,,MBB HFB-320 Hansa Jet
5.0,,78735600,2.0,,0.0,"Steamboat, Nevada",Casino Air - Air Taxi,N29169,Sightseeing,The aircraft flew into a blind canyon. Stalled and crashed into rising terrain while in a turnaround.,07:43,Beechcraft U206C
86.0,,79167600,3.0,710,0.0,"San Francisco, California",PacifiSouthwest Airlines,,Sacramento - San Francisco,Two hijackers and one passenger killed.,,Boeing 737-200
10.0,45617/136,79254000,10.0,331,0.0,"Off Las Palmas, Canary Islands, Spain",Aviaco,EC-ARA,"Las Palmas - Hamberg, Germany","The plane ditched into the sea, 14 miles from Gran Canana Island.",,McDonnell Douglas DC-8-52
67.0,,79686000,52.0,,0.0,"Near Quang Tri, South Vietnam",Military - U.S. Marine Corps,156658,,"Shot down by enemy fire, 60 miles north of Siagon.",,Sikorsky CH-53D (helicopter)
19.0,56,79686000,19.0,,0.0,"Near Grytoya, Norway",Military - Royal Norwegian Air Force,67-056,Bardufoss - Bodoe,Crashed in rain and fog on the island of Hinno while preparing to land at Skagon Airport. Navigational error.  The pilot was found be under the influence of alcohol.,16:00,de Havilland Canada DHC-6 Twin Otter 100
84.0,,80463600,1.0,,0.0,"Corfu Island, Greece",Charter,,,"On the takeoff run, a loud explosion was heard and the takeoff was aborted. The aircraft never became airborne,  overran the runway and crashed into shallow water.  On passenger that did not have her seatbelt on was killed.",,Sud-Aviation SE210 Caravelle
38.0,11716 / 11723,81241200,38.0,,0.0,"Villavicencio, Colombia",AVIANCA / AVIANCA,HK1341X/HK107,,Midair collision. Seventeen aboard the HK-134 and twenty-one aboard the HK-107 killed.,,Douglas DC-3 / Douglas DC-3
44.0,3817,82450800,30.0,,0.0,"Near SoTrang, South Vietnam",Military - U.S. Air Force,62-1853,,The aircraft was hit by small arms fire shortly after taking off from SoTrang Air Base.,04:00,Lockheed C-130E
18.0,10175,82450800,18.0,,0.0,"Near Delhi, India",Indian Airlines,VT-DME,Gwalior - Delhi,Crashed on second approach after the pilot used the wrong flap setting and gears down after initiating a go-around.,,Fokker F-27 Friendship 100
156.0,00702,82623600,156.0,,0.0,"Near Konigs Wusterausen, East Germany",Interflug,DM-SEA,Berlin - Birgas,"In cargo bay 6, hot air, leaking from an air conditioning system, melted insulation off cabling causing a short circuit in the stabilizing system. Melting insulation ignited flammable fluid which led to an uncontrollable fire that eventually weakened the structure until the tail fell off.",17:00,Ilyushin IL-62
31.0,26979,82796400,26.0,,0.0,"Near Sandoway, Myanmar",Burma Airways,XY-ACM,Sandoway - Rangoon,Lost control soon after it took off and crashed into the sea.,,Douglas DC-3 (C-47A-DK)
34.0,4705,83746800,34.0,,0.0,"Canaima, Venezuela",Lineas Areas Venezolanas,YV-C-AKE,Canaima - C iudad,The aircraft crashed while the crew was returning to the airport after experiencing a No.1 engine failure.,,Douglas C-47-DL
29.0,,83833200,25.0,,0.0,"Papua, New Guinea",Military - Royal Australian Air Force,A4-233,Lae - Port Moresby,"While traveling through a valley, the pilot reversed his course after the weather deteriorated. He began to climb but clipped trees just below a ridge, lost control of the aircraft and crashed. The pilot's error in judgement in not flying about the poor weather in the valley.",14:30,de Havilland Canada DHC-4 Caribou
101.0,182004505,84092400,101.0,,0.0,"Near Magnitogorsk, Russia",Aeroflot,CCCP-74298,,"The aircraft crashed, trailing heavy smoke. Fire caused by spontaneous ignition of passenger baggage.",,Ilyushin IL-18
4.0,SH-1840,84178800,4.0,,0.0,"Mt Siluwe, Papua, New Guinea",Ansett Airlines of Papua New Guinea,VH-PNI,,"While on a VFR flight, the aircraft, struck  Mt. Giluwe at  14,346 feet. Cause undetermined.",,Shorts SC-7 Skyvan 3-300
8.0,26903,84697200,1.0,,0.0,"Trinidad, Bolivia",Servicios Aereas Virgen de Copacabana,CP-959,,"The No.1 engine failed during takeoff, the aircraft banked left, lost height, touched down again and ran through small trees and a fence . The right gear collapsed and the nose hit the ground.",17:57,Curtiss C-46A-40-CU
11.0,4325,84956400,11.0,,0.0,"Gondar, Ethiopia",Ethiopian Airlines,ET-ABQ,Axum - Gondar,Crashed after a wing separated from the fuselage.,10:20,Douglas DC-3
31.0,9950,85215600,31.0,,0.0,"Near Dhulikhel, Nepal",Military - Royal Nepalese Air Force,9N-RF10,Panchkhal - Tribuvan,Crashed while en route with paratroopers.,12:00,Douglas C-47
1.0,,86166000,0.0,,22.0,"Sacramento, California",Private,N275X,,"A World War II vintage Sabrejet fighter leaving an air show at Executive Airport was unable to get airborn and crashed into a Farrell's Ice Cream Parlor on Freeport Blvd. Twenty-two people on the ground, including 12 children were killed. The pilot, was pulled from the wreckage by a bystander and survived. The pilot tried to lift off too quickly, pointing the nose of the jet three times higher than the normal angle. Instead of becoming airborne sooner, the plane had trouble getting off the ground.",,F-86 Sabrejet
13.0,10588,86166000,10.0,,0.0,"Near Ben Cat, South Vietnam",Air Vietnam (South Vietnam),XV-NUH,Vientiane - Saigon,Crashed 23 miles from Saigon while attempting an emergency landing.,,Douglas C-54D-1-DC
6.0,14196/25641,86684400,1.0,,0.0,"Madrid, Spain",Spantax,EC-AQE,Training,"The student pilot rotated too quickly, the plane stalled and crashed.",,Douglas C-47B
9.0,13729,86857200,9.0,,0.0,"Kampot, Cambodia",Cambodia Air,XW-TDA,,Shot down by a mortar shell while approaching to land at Kampot.,,Douglas DC-3
109.0,183006405,86857200,109.0,,0.0,"Near Adler, Russia",Aeroflot,CCCP-75507,Adler - Moscow,"The flight ditched into Black Sea shortly after takeoff. The accident occurred in good weather and visibility, and ground controllers received no distress message prior to the crash. An investigation failed to reveal its cause.",18:00,Ilyushin IL-18B
2.0,,87721200,2.0,,0.0,North AtlantiOcean,Flamingo Airlines - Air Taxi,N4900,"Bimini, Bahamas - Nassau, Bahamas",Flew into thunderstorm activity and crashed into the ocean. Continued VFR flight into adverse weather conditions.,18:12,Aero Commander 680E
174.0,70301,87807600,174.0,,0.0,"Near Krasnaya Polyana, USSR",Aeroflot,CCCP-86671,Leningrad - Moscow,The aircraft crashed at the outer marker while attempting to land for the third time in poor weather conditions.  Sudden incapacitation of the crew for reasons unknown.,21:50,Ilyushin IL-62
45.0,572,87807600,29.0,,0.0,"Near San Fernando, Chile",Uruguayan Air Force - TAMU,T-571,Mendoza - Santiago,"The plane left Montevideo bound for Santiago, Chile carrying the Old Christians Rugby Team. After leaving Mendoza and while flying at FL150, the copilot radioed he was over Curico and requested clearance to FL100. Because of head winds, the plane was actually still over the Andes. As the plane descended into clouds it ran into turbulence and the crew found themselves surrounded by mountains on all sides. The crew tried to climb out but the right wingtip struck the mountainside. The right wing detached and separated from the aircraft taking off part of the tail. The fuselage slid down a mountain slope and came to rest in the Andes mountains at an altitude of 12,000 feet. The survivors were not found until 12/22/72. Eight passengers died in an avalanche on October 30. Survivors resorted to cannibalism to stay alive. The book and movie 'Alive' is based on this accident. The aircraft flew into a rotor zone or mountain wave which led to loss of control of the aircraft.",15:30,Fairchild-Hiller FH-227D/LCD
4.0,35912,88066800,4.0,,0.0,Off the Alaska coast,Private,N1812H,"Anchorage, AK - Juneau, AK","The plane was on a flight from Anchorage to Juneau when it disappeared as it was approaching the Chugach Mountain range.  The weather along the prescribed route was not condusive to VFR flight.  Louisiana Congressman and House Majority Leader Hale Boggs, Alaska Congressman Nick Begich and his aide killed. Cause unknown.",09:00,Cessna 310C
53.0,2155,88498800,37.0,,0.0,"Off Athens, Greece",OlympiAirways,SX-BBQ,Kerkira - Athens,Crashed into the sea just short of the runway while on approach in poor visibility.,c:09:00,NAMC YS-11A-202
8.0,221,88671600,1.0,,0.0,"Tanna, Vanuatu",Air Melanesie,F-OCRH,,,,Britten-Norman BN-2A-6 Islander
68.0,050,89017200,60.0,696,0.0,"Near Noiretable, Loire, France",Air Inter,F-BMCH,Lyon - Clermont,Crashed while landing in severe turbulence. Faulty indication by radio compass.,19:20,Vickers Viscount 724
27.0,10301,89280000,27.0,,0.0,"Poggiorsini, Italy",Aero Transporti Italiani,I-ATIR,Napoli - Bari,Plummeted to the ground and burst into flames near a farmhouse after losing control with the tower. Visual approach in descent below minima.,,Fokker F-27 Friendship 200
22.0,,89366400,22.0,,0.0,"Near My Tho, South Vietnam",Military - U.S. Army,,,Shot down by enemy fire over the Mekong Delta region.,18:00,Boeing Vertol CH-47 (helicopter)
35.0,146001046,89712000,35.0,,0.0,"Near Plovdiv, Bulgaria",Balkan Bulgarian Airlines,LZ-ILA,Burgas - Sofia,"The crew elected to divert to Plovdiv due to fog. While on approach, the aircraft flew into a mountain.",,Ilyushin IL-14P
11.0,,90835200,11.0,,0.0,"Elkton, Kentucky",Metro Air Systems,N2700S,"Hopkinsville, KY - Lexington, KY","Improperly loaded aircraft, weight and center of gravity.",23:20,Beech G18S
76.0,46057/474,91785600,62.0,446,0.0,"Near Moscow, Russia",Japan Air Lines,JA8040,Moscow - Tokyo,"The aircraft lost altitude while taking off and crashed. The copilot responded to the captain's 'gear-up' command by reaching forward and pulling back on the ground spoiler handle, rather than lifting the gear handle which was immediately ahead of the spoiler control. Late night partying by the crew was suspected the night before.",19:51,McDonnell Douglas DC-8-62
2.0,,91872000,2.0,,0.0,"St. Paul, Minnesota",Luthi Aviation - Air Taxi,N717B,"Minneapolis, MN - St. Paul, MN",Lost both engines on final approach. Struck trees and 2 houses. Fuel starvation. Did not refuel in Duluth.,20:27,Beechcraft C-45H
155.0,30-10-25,92217600,155.0,,0.0,"Tenerife,  Canary Islands",Spantax,EC-BZR,Tenerife - Munchen,Reached a height of 300 feet  when the plane suddenly plunged to earth and crashed. Loss of control precipitated by abnormal maneuvers made by the pilot in command in zero visibility.,06:45,Convair CV-990-30A-5 Coronado
6.0,19845/809,92390400,6.0,,0.0,"Beni Sueif, Egypt",EgyptAir,SU-AOW,Training,Crashed after the No. 4 engine separated from the plane.,15:05,Boeing 707-336C
12.0,4059,92390400,12.0,,0.0,"Myrtle Beach, South Carolina",Military - U.S. Air Force,64-0558,,"During a training exercise a  F-102A  jet fighter collided with the C-130, causing both planes to crash.",,Lockheed C-130E Hercules
3.0,15281/26726,92476800,3.0,,0.0,"Near  LaRandall, Quebe,Canada",Superior Airways,CF-AUQ,,"The aircraft entered a spiral, while the captain tried to remove ice from the windscreen with a scraper. This caused a violent correction which led to a high speed stall. The DC-3 crashed  12 miles south of LaRandall in a nose and wing down attitude.",,Douglas C-47B-15-DK
26.0,10314,92649600,26.0,631,0.0,"Near Rawalpindi, Pakistan",Pakistan International Airlines,AP-AUS,Gilgit - Rawalpindi,Crashed into hilly area in poor weather conditions.,,Fokker F-27 Friendship 400
61.0,19069/75,92649600,43.0,553,2.0,"Chicago, Midway Airport, Illinois",United Air Lines,N9031U,Washington - Chicago,"The aircraft crashed while making a nonprecision instrument approach to Runway 31L. The accident occurred in a residential area approximately 1.5 miles southeast of the approach end of Runway 31L. Upon reaching mimimum descent altitude, the pilot raised the nose of the aircraft to stop the descent. The stall warning horn sounded and continued to sound until the plane crashed 17 seconds later. The aircraft was destroyed by impact and subsequent fire. The captain's failure to exercise positive flight management during the execution of a non-precision approach, which culminated in a critical deterioration of airspeed resulting in a stall from which level flight could no longer be maintained. U.S. Representative from Illinois George Collins killed. Wife of  Watergates E. Howard Hunt, Dorothy Hunt, also killed.",14:28,Boeing B-737-222
2.0,23-094,93254400,2.0,,1.0,"Detroit, Michigan",Zantop Airways,N20M,"Detroit, MI - Lexington, KY",The positioning flight failed to climb after takeoff and crashed into a fuel storage tank.,11:46,Learjet 23
133.0,22-00-29 / 47159/231,93686400,10.0,954/575,0.0,"Chicago, Illinois",Delta Air Lines/ North Central Airlines,N8897E/N954N,Tampa - Chicago / Chicago - Madison,"The Delta Convair, taxing across Runway 27L, after landing in heavy fog, was hit by the North Central DC-9 as it took off, shearing off its tail. The DC-9 came crashing back down on the runway and caught fire. Ten people out of 45 aboard the DC-9 were killed. None of the 88 aboard the Convair were killed. The ATC gave ambiguous instructions to the Delta crew, did not use all available information to determine the location of the CV-880 and the CV-880 crew did not request clarification of the controller's instructions.",18:00,Convair CV-880 / McDonnell DC-9-31
16.0,3098,93772800,14.0,,0.0,"Near Pakse, Laos",Military - U.S. Air Force,56-0490,,Shot down by enemy fire. Fuel began to leak and an explosion tore off the left wing. Two crew members parachuted to safety.,,Lockheed AC-130A Hercules
13.0,258,93772800,13.0,,0.0,"Off St. Maarten off, Netherlands Antilles",Air Guadeloupe,F-OGFE,Guadeloupe - St. Maarten,Crashed on approach into the sea.,,de Havilland Canada DHC-6 Twin Otter 300
45.0,11011,93945600,40.0,,0.0,"Skaugum, Norway",Braathens,LN-SUY,Alesund - Oslo,Hit high ground while on approach to Fornebu Airport in Oslo. Pilot error.,,Fokker F-28 Fellowship 1000
176.0,1011,94464000,103.0,401,0.0,"Everglades National Park, Florida",Eastern Air Lines,N310EA,New York City - Miami,"The crew was preoccupied with a landing gear problem and was trying to replace the landing gear light while on autopilot and in a holding pattern. As the captain got up to help, he inadvertently pushed on the yoke releasing the autopilot. With no ground reference and  under nighttime conditions, the aircraft gradually descended until it crashed into Everglades, 18.7 miles west-northwest of Miami . The failure of the crew to monitor the flight instruments during the final 4 minutes of flight, and to detect a descent soon enough to prevent impact with the ground. After spare parts from the L-1011 were used on other planes, apparitions of the captain, Robert Loft and flight engineer, Don Repo began to be reported by Eastern employees. The book 'The Ghost of Flight 401'and movies 'The Ghost of Flight 401' and 'Crash' are based on this accident. Three passengers and one crew member died in weeks following the accident making the total 103.",23:42,Lockheed L-1011 TriStar1
5.0,45130/823,94636800,5.0,,0.0,"San Juan, Puerto Rico",American Express Leasing,N500AE,"San Juan, PR - Managua, Nicaragua","The flight crashed moments after taking off after losing the No. 2 engine and losing power in the No. 3 engine.  Overloaded by 4,193 lbs.  Inadequate maintenance, inspection and previous damage to the engine during a taxing accident led to the engine failures. Baseball player Roberto Clemente, 38, killed. Clemente was on a relief mission to deliver supplies for earthquake victims in Nicaragua.",19:23,Douglas DC-7CF
5.0,18826/389,94809600,5.0,,0.0,"Edmonton, Alberta, Canada",PacifiWestern Airlines,CF-PWZ,Toronto - Edmonton,"Landing in poor visibility, turbulence and snow, the cargo plane came in for a landing at a high sink rate. The captain took over the controls to try to arrest the sink rate but the plane crashed into trees, a powerline and finally into a ridge short of the runway. The plane broke in two and was destroyed by fire.",08:34,Boeing 707-321C
4.0,158,96278400,4.0,,0.0,"Near Glasgow, England",British European Airways,G-AOHI,Test flight,Crashed into Ben More mountain. The pilot did not maintain a safe altitude and gave insufficient attention to navigation when flying VFR into an area of snow covered high ground in marginal weather conditions.,14:31,Vickers 802 Viscount
44.0,77303609,96537600,44.0,,0.0,"Perm, Russia",Aeroflot,CCCP-46276,,The plane went into a spiral dive. As the crew tried to pull the plane out it broke up due to excesss g loads. Four survived the crash as the plane landed in a blanket of snow but succumbed to the cold before they could be rescued.,01:00,Antonov An-24B
202.0,20494/850,96537600,176.0,,0.0,"Kano, Nigeria",Alia Royal Jordanian Airlines,JY-ADO,Jeddah - Lagos,The landing gear collapsed after hitting a depression in the runway while landing. The aircraft ran off the side of the runway and caught fire.,09:30,Boeing B-707-3D3C
4.0,,96969600,3.0,,0.0,"Townsend, Tennessee",Air Transit - Air Taxi,N7295E,"Knoxville, TN - Andrews, NC",Collided with trees in fog and low ceiling. Continued VFR flight into adverse weather conditions.,13:00,Cessna 182B
3.0,45476/977,96969600,3.0,,0.0,"Near Tegucigalpa, Honduras",TAN,HR-TNO,,,,Douglas DC-6A
37.0,188011101,97142400,37.0,,0.0,"Near Kyrenia, Cyprus",Air Sinai,SU-AOY,Cairo - Nicosia,Crashed into the Kyrenia Mountains while on approach.,,Ilyushin IL-18D
2.0,,97315200,2.0,,0.0,"Kasigluk, Alaska",Harry Faulkner - Air Taxi,N9929V,"Bethel, AK - Chevak, AK",Crashed while en route in poor visibility and blowing snow. Continued VFR flight into adverse weather conditions. Inoperative gyro.,12:20,Cessna 180H
4.0,,98352000,4.0,,0.0,"Walla Walla, Washington",Red Carpet Flying Service - Air Taxi,N3483Q,"Spokan, WA - Walla Walla, WA",Pilot not advised of weather by approach control. Weather conditions below minima.,19:15,Cessna 320E
100.0,023,98956800,66.0,,0.0,"Prague, Czechoslovakia",Aeroflot,CCCP-85023,Moscow - Praha,The plane struck the ground short of the runway while landing. Possible windshear or jammed tailplane.,10:06,Tupolev TU-154
5.0,,98956800,5.0,,0.0,"Morgan City, Louisiana",Petrolium Helo Inc.,N14831,"Oil platform - Morgan City, LA","Crashed after the failure of the main rotor.  Pylon support link failed due to fatigue, causing complete failure of the main rotor.",09:15,Bell 206B
28.0,19242,99129600,22.0,,0.0,"Cerro Horqueta, Panama",Aerovias Urraca,HP-560,David - Changuinola,Flew into Cerro Horqueta Mountain.,,Douglas DC-3
113.0,20244/650,99129600,110.0,114,0.0,"Near Isma'iliya, Egypt",Libya Arab Airlines,5A-DAH,Tripoli - Cairo,"While en route from Tripoli to Cairo, the aircraft drifted over Israeli territory due to strong tailwinds and was shot down by Israeli Phantom fighters. After being hit, a fire broke out and the crew attempted to make an emergency landing in the desert but crashed and burst into flames. Cairo approach control radar and beacon not functioning.",14:10,Boeing B-727-224
2.0,,99216000,2.0,,0.0,"Londonderry, Vermont",Air Taxi,N3149L,"Mt. Empire, VT - Springfield, VT","Hit a 2,800 ft. mountain in fog and snow while descending to land. Improper IFR operation. Misunderstood ATC instructions.",19:00,Cessna 310J
79.0,189001804,99388800,79.0,,0.0,"Near Leningrad, Russia",Aeroflot,CCCP-75712,,The aircraft entered a spin and dove into the ground.,,Ilyushin IL-18
32.0,9120118,99734400,32.0,,0.0,"Semipalatinsk, Kazakhstan",Aeroflot,CCCP-87602,,Crashed on takeoff.,,Yakovlev YAK-40
15.0,97305702,99734400,15.0,,0.0,"Szczecin, Poland",Military - Polish Air Force,012,,Crashed while  en route. Twelve Interior Ministers of Poland and Czechoslovakia,,Antonov An-24B
18.0,,99734400,18.0,,0.0,"Near Szczecin, Poland",Military - Polish Air Force,012,Warsaw - Goleniow,"The aircraft crashed into a forest, 1.4 miles short of the runway, while attempting to land at Goleniow Airport  in rain and poor visibility. Icing. Captain did not turn on deicing equipment.",23:52,Antonov AN-24B
13.0,70,99734400,13.0,,0.0,"Near Nabire, Indonesia",Merpati Nusantara Airlines,PK-NUC,,Crashed while en route.,,de Havilland Canada DHC-6 Twin Otter 100
25.0,182005602,99993600,25.0,307,0.0,"Moscow, Russia",Balkan Bulgarian Airlines,LZ-BEM,Sofia - Moscow,"Crashed, broke up and burst in flames while on second approach after descending below glide slope. Icing of tailplane.",12:45,Ilyushin IL-18V
3.0,228,100166400,3.0,,0.0,"Off Funchal, Portugal",Aviaco,EC-BID,,Crashed into the ocean while on approach to land.,,Sud Aviation SE-210 Caravelle
182.0,47077/148 /30-10-22,100166400,68.0,504/400,0.0,"Near Nantes, France",Lineas Aereas de Espana/Spantax SA Transportes,EC-BII/EC-BJC,Palma de Mallorca - London,Midair collision. Convair crew improperly assessed collision-course situation. Contributing factor was poor quality of radio transmissions. All sixty-eight aboard the DC-9 were killed while the Convair landed safely.,13:50,MD Douglas DC-9-32/Convair CV-990A
4.0,20185,100339200,4.0,,0.0,"Near Ban Hong Sa, Laos",Air America,524,,,,Fairchild C-123
3.0,541,101030400,3.0,,0.0,"Hyderabad, India",Indian Airlines,VT-EAU,Training,While turning and aligning to land the right wing tip struck power lines and a tree. The aircraft then hit a house and caught fire. Multiple errors by the instructor as well as the trainees due to being under the influence of  alcohol.,,HAL-748-224
5.0,185-5189,101030400,5.0,,0.0,"Off Brunswick, Maine",Military - U.S. Navy,152749,,Crashed into the sea.,14:00,Lockheed P-3B Orion
62.0,22174,101376000,62.0,,0.0,"Ben Me Thuot, South Vietnam",Air Vietnam (South Vietnam),XV-NUI,Saigon - Ban Me,Crashed after an explosion in the cargo hold.,,Douglas C-54D
145.0,745,103276800,108.0,,0.0,"Near Hochwald, Solothurn,  Switzerland",Invicta International Airlines (UK),G-AXOP,Bristol - Basel,Cashed into a forest during a snowstorm. Malfunctioning navigation equipment. Navigational error by crew.,10:13,Vickers Vanguard 952
17.0,5547 / 1,103449600,16.0,,0.0,"Sunnyvale, California",Military - U.S. Navy / NASA,157332/N711NA,,"A Navy P-3C collided with a NASA research jet as it prepared to land at Moffett Naval Air Station. A ground controller mistakenly gave both planes permission to land on the same runway and the NASA plane settled on top of the P-3, 300 ft. off the ground. Both planes crashed onto a golf course. Five aboard the P-3 and 11 aboard the Convair were killed.",15:00,Lockheed P-3C / Convair CV-990-30A-5
16.0, / 185-5547,103449600,15.0,,0.0,"Moffett AFB, California",Military - U.S. Navy,N711NA / 157332,,Mid-air collision while landing. Five of 6 on the Orion and eleven aboard the CV-990 killed. Failure of the crew of the NASA crew to maintain a proper lookout for the P-3 which had transmitted being on the base leg and cleared to continue to Runway 32.,14:50,Lockheed P-3C Orion /Convair CV-990
19.0,111,103968000,4.0,,0.0,"Bamiyan, Afghanistan",Bakhtar Afghan Airlines,YA-GAT,Bamiyan - Kabul,The chartered American/Canadian tour group's plane crashed on takeoff.,,de Havilland Canada DHC-6 Twin Otter 100
6.0,,104054400,6.0,,0.0,"Davenport, Iowa",Air Iowa,N310WA,,A preexisting crack in the lower wing spar cause the wing to separate in flight. Inadequate inspection and maintenance of aircraft.,17:04,Beech E18S
61.0,189001202,105951600,61.0,,0.0,"Near Semipalatinsk, USSR",Aeroflot,SSR-75687,,,,Ilyushin IL-18B
4.0,,105951600,4.0,,0.0,"Greenville, Maine",Air Taxi,N2985Q,"Concord, NH - Greenville, ME","The aircraft hit a fog shrouded hill at 1,400 ft. after descending below minima. Improper IFR operation.",18:00,Cessna 402B
5.0,,106383600,2.0,,0.0,"Deadhorse, Alaska",Winship Air Service - Air Taxi,N1214S,"Fairbanks, AK - Prudhoe, Alaska",The pilot became disoriented while attempting to  land and crashed 28nm from the airport. Improper IFR operation.,10:45,Swearingen SA26T
100.0,820303,106556400,100.0,,0.0,"Chita, Siberia, Russia",Aeroflot,CCCP-42411,Moscow - Chita,The aircraft broke up at FL 300. Detonation of a bomb in the cabin being carried by a hijacker.,,Tupolev TU-104A
11.0,10078,106642800,11.0,,0.0,"Svay Rieng, Cambodia",Cambodia Air,XW-TDM,,Crashed shortly after taking off after being hit by ground fire.,,Douglas C-47A
4.0,10081,107506800,4.0,,0.0,"Near Rimouski, Canada",Air Gaspé,CF-QBB,,The plane crashed and burned after striking a tree while on final instrument approach to Rimouski.,,Douglas DC-3
65.0,20486/279,107679600,48.0,,0.0,"Near New Delhi, India",Indian Airlines,VT-EAM,Madras - Delhi,The plane crashed and caught fire after hitting power lines during a landing attempt. The landing was made despite visibility below minima. Crew error.,21:50,Boeing B-737-2A8
23.0,126/127,107766000,23.0,,0.0,"Sao Luis, Brazil",Cruzeiro,PP-PDX,Belem - Sao Luis,"While on a go-around the aircraft attained a nose up attitude, stalled and crashed. Loss of power in the No.1 engine at a critical stage of the landing.",,Sud Aviation SE-210 Caravelle VIN
6.0,01-2,107938800,6.0,,8.0,"Goussainville, France",Aeroflot,CCCP-77102,Demonstration,"During a steep climb at an airshow, the airplane was observed to level off very abruptly and then begin a dive. The plane broke apart and exploded before crashing into a residential area killing 8 people and seriously injuring 60 others. The pilot, possibly startled by a close encounter with a Mirage jet photographing the TU-144, overreacted causing a compressor stall. The aircraft then went into a dive and broke apart after the aircraft's design capacity was exceeded.",,Tupolev TU-144
4.0,19106/502,108457200,2.0,,0.0,"Rio de Janeiro, Brazil",Varig,PP-VLJ,,The cargo plane was making an instrument approach to Runway 14 with the speed brake lever at 45 degrees and inboard spoilers deactivated when it was noted that the spoiler switch cover was open. The captain or copilot then closed the spoiler switch cover and activated the inboard spoiler causing the aircraft to pitch down. The plane descended from a height of about 70 meters and struck approach lights.,,Boeing 707-327C
27.0,47100/153,109407600,27.0,,0.0,"Near Puerto Vallarta, Mexico",Aeromexico,XA-SOC,Houston - Puerto Vallarta,"The aircraft hit high ground during an approach, 32 kms from the airport.",,McDonnell Douglas DC-9-15
84.0,1351306,110271600,5.0,,3.0,"Amman, Jordan",Aeroflot,CCCP-65668,"Amman, Jordan - Beiruit, Lebanon - Yerevan, Armenia","The aircraft was not able to lift off during takeoff, overshot the runway and crashed into a house bursting into flames.",,Tupolev TU-134A
134.0,19106/683,111222000,123.0,820,0.0,"Paris, Orly, France",Varig,PP-VJZ,Rio - de Janerio - Paris,Fire aboard the aircraft in the aft right toilet was reported and an emergency descent made. The plane was heavily damaged by fire before fire fighters could rescue passengers. Most fatalities were due to CO before rescuers could reach passengers. The fire started in the aft right toilet either from an electrical short or discarded cigarette.,14:03,Boeing B-707-345C
79.0,18959,112172400,78.0,816,0.0,"Off Papeete, Tahiti",Pan American World Airways,N417PA,"Auckland, NZ - Papeete, Tahiti - Honolulu - Los Angeles",The aircraft crashed 30 seconds after takeoff from Faaa Airport into the ocean. Cause unknown.  It is possible an instrument failure diverted the crews attention during a turn. The aircraft was named 'Clipper Winged Racer.',22:07,Boeing B-707-321B
44.0,513,112258800,38.0,809,0.0,"St. Louis, Missouri",Ozark Air Lines,N4215,"Marion, IL - St. Louis","The aircraft crashed after attempting to land in thunderstorms with heavy rain and high winds. After passing the outer marker, the aircraft descended below the glide slope, entered an area of heavy rain, was struck by lightning and crashed into the ground short of the runway. The aircraft's encounter with a downdraft following the captain's decision to initiate and continue an instrument approach into a thunderstorm. Lack of a timely issuance of a severe weather warning by the National Weather Service.",16:43,Fairchild-Hiller FH-227B
5.0,,112345200,5.0,,0.0,"Honolulu, HI",Air Hawaii,N234JC,Honolulu - Lihue,"The plane experienced engine faiure while taking off and crashed into the ocean. Fuel starvation. Rear auxillary tanks not serviced. Overloaded, improper center of gravity.",07:08,Volpar C45G
89.0,47075/166,112950000,89.0,723,0.0,"Logan Airport, Boston, Massachusett",Delta Air Lines,N975NE,"Burlilngton, VT  - Boston, MA",The flight crashed into a seawall during ILS approach in adverse weather conditions. The failure of the flightcrew to monitor altitude and to recognize passage of the aircraft through the approach decision height during an unstabilized precision approach conducted in rapidly changing meteorological conditions. Poor positioning of the aircraft for an approach by ATC. Questionable information presented by the flight director.,10:08,McDonnell Douglas DC-9-31
5.0,,113295600,5.0,,0.0,"Ketchikan, Alaska",Revilla Flying Service - Air Taxi,N70295,"Ketchikan, AK - Metlakatla, AK",The float plane crashed while en route. Probable cause undetermined.,20:00,Cessna A185F
85.0,225/224,114073200,85.0,116,5.0,"Near La  Corunda, Spain",Aviaco,EC-BIC,Madrid - La Coruna,"The aircraft experienced two missing landing attempts. On the third try, the crew tried to descent below minimum safe altitude to make visual contact with the ground. The right wing clipped trees and the aircraft crashed about 2 m from the runway. Attempting to land in meteorological conditions that were below minima.",11:40,Sud-Aviation Caravelle 10-R
10.0,211,114246000,10.0,,0.0,"Don Don, Haiti",Private,N38JA,Port Au Prince - Cap Haitien,Airframe failure in flight.,14:50,Norman BN-2A-6
